"","X.1","PLT_CN","PREVDIA.EM","DIA.EM","PREVDIA.AM","DIA.AM","PREVDIA.EITHER","DIA.EITHER","PREVDIA.OTHER","DIA.OTHER","PREVDIA.TOT","DIA.TOT","BASAL.EM","BASAL.AM","BASAL.EITHER","BASAL.OTHER","PREVSTEM.EM","STEM.EM","PREVSTEM.AM","STEM.AM","PREVSTEM.EITHER","STEM.EITHER","PREVSTEM.OTHER","STEM.OTHER","PREVSTEM.TOT","STEM.TOT","REMPER","latitude","longitude","elevation","grm.out","X","C.storage","N.storage","depth","m.C.storage","m.N.storage","m.depth","pH_H2O","pH_CaCl2","m.Na.storage","m.K.storage","m.Mg.storage","m.Ca.storage","m.Al.storage","m.Mn.storage","m.Fe.storage","m.Ni.storage","m.Cu.storage","m.Zn.storage","m.Cd.storage","m.Pb.storage","m.S.storage","m.BrayP.storage","m.OlsenP.storage","map","mat"
"275",275,20034434010478,112.8,157.7,0,0,0,0,0,0,112.8,157.7,890.775034980484,0,0,0,17,23,0,0,0,0,0,0,17,23,1.7,31.295068,-93.813672,200,1,579,3.02080573333333,0.153081746444444,22.2013333333333,2.6151,0.14464,20,4.84,4.245,963,11000,19952,126797,18663,2893.3,1029.6,109.6,41.1,330,41.1,206.2,384.5,3630.7,NA,1375.25,18.7600002288818
"276",276,20035532010478,215.4,220.9,59.3,61.3,0,0,0,0,274.7,282.2,2717.46979137354,396.743882240221,0,0,16,16,8,8,0,0,0,0,24,24,1.7,31.583513,-94.261201,320,1,580,4.0240936,0.196411752,27.62,2.4751,0.15039,20,4.87,4.245,1663,11732,33408,56828,19409,2371,1174,60.4,0,91,0,60.4,1624.2,785.2,NA,1367.46997070312,18.6000003814697
"277",277,20035707010478,147.9,154.6,77,100.2,0,0,0,0,224.9,254.8,1223.93308191205,828.139531449537,0,0,17,17,8,10,0,0,0,0,25,27,1.7,30.583132,-95.143115,340,1,581,0.50781458,0.013288279875,1.651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1301.53002929688,19.3999996185303
"278",278,20037492010478,78.3,86.2,51.4,53.1,0,0,0,0,129.7,139.3,817.128249198705,327.393224412226,0,0,8,9,7,7,0,0,0,0,15,16,1.7,33.114323,-95.067789,360,1,583,4.50499845,0.2616309214,22.4765,4.1237,0.24989,20,5.35,4.805,1617,23615,132325,219543,17843,20952.8,288.4,194.2,0,421.6,39.7,192.4,1459.6,1020.3,NA,1187.96997070312,17.7600002288818
"279",279,20038914010478,0,15.8,0,0,0,0,0,0,0,15.8,196.066797510539,0,0,0,0,1,0,0,0,0,0,0,0,1,1.7,30.634629,-94.530813,230,1,585,2.63109738888889,0.0794567572222222,20.7196666666667,2.5391,0.07591,20,5.425,4.86,5238,4090,4900,70033,2462,8456.6,186.4,51.9,0,170.7,0,0,1324.5,553.7,NA,1425.7099609375,19.3899993896484
"280",280,20040627010478,227.5,253,36.8,37.5,0,0,0,0,264.3,290.5,2261.6796752091,225.291463170558,0,0,22,25,5,5,0,0,0,0,27,30,1.7,30.844801,-95.600902,270,1,587,1.64804874074074,0.00912217481481482,22.8786666666667,1.2783,0,20,4.935,4.32,970,4901,6044,31060,9972,1472.3,616.3,15.6,86.5,216.4,31.2,188.6,1139.3,914.1,NA,1189.98999023438,19.4200000762939
"281",281,20041154010478,0,149.2,0,0,0,0,0,0,0,149.2,1495.50805885162,0,0,0,0,12,0,0,0,0,0,0,0,12,1.8,32.779336,-95.174783,490,1,588,0.323454183333333,0.010640361625,3.59833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1152.31994628906,17.9200000762939
"282",282,20042329010478,242,244.5,19.6,20.5,0,0,0,0,261.6,265,3756.15886246666,117.754746638179,0,0,14,14,3,3,0,0,0,0,17,17,2.2,32.032493,-95.745123,410,1,589,3.36718912592593,0.1145836,22.7093333333333,2.7651,0.09213,20,4.3,3.795,1699.6,3213.4,2521,6643.4,8673.1,189.4,3351.4,114.3,0,117.7,56.8,142,1338.5,2383.2,NA,1104.55004882812,18.9300003051758
"283",283,20043092010478,160.9,168.5,5.3,5.6,0,0,0,0,166.2,174.1,1309.72212329995,24.630086404144,0,0,19,19,1,1,0,0,0,0,20,20,1.9,31.206102,-94.786215,250,1,590,4.45722097222222,0.231711654092593,24.3391666666667,3.8548,0.21637,20,4.96,4.38,2015.3,11595.7,52097.8,272031,13413.3,3702.6,1659,172.5,0,524.8,38.7,162.8,1164.9,438.5,NA,1260.78002929688,18.9699993133545
"284",284,20044938010478,140.4,153.6,0,0,0,0,0,0,140.4,153.6,1049.0406188867,0,0,0,18,18,0,0,0,0,0,0,18,18,2.2,31.01178,-93.734129,270,1,593,4.95662746259259,0.124937654394444,25.3128333333333,3.9987,0.10438,20,5.02,4.28,2204.5,6381.7,22869.6,138337.8,28586,3571.8,1532.7,53.8,0,119.4,32.8,301.8,667.2,315.9,NA,1435.56994628906,18.8400001525879
"285",285,20046060010478,53.7,59,14.7,15.5,0,0,0,0,68.4,74.5,620.41742519418,188.691908756237,0,0,5,5,1,1,0,0,0,0,6,6,2.1,32.157358,-94.551885,350,1,595,2.61572037037037,0.139834751259259,22.4341666666667,2.2533,0.1296,20,5.295,4.625,442.5,5369.3,5263.3,49324.9,2332.7,1350.1,699.1,42.9,0,101.6,118.9,76,1121.3,818,NA,1257.53002929688,18.3500003814697
"286",286,20047732010478,0,0,153.1,167.4,0,0,0,0,153.1,167.4,0,1079.1842003979,0,0,0,0,20,22,0,0,0,0,20,22,2,33.387502,-94.836546,280,1,597,4.24475063111111,0.313388539866667,20.508,4.0643,0.30553,20,6.48,6.235,10692.8,69087.7,72678.8,1531155.4,145,2047.1,183.3,40,0,49.8,52.2,5,2665.7,NA,3575.2,1252.36999511719,17.6599998474121
"287",287,20048477010478,0,0,6.4,12.1,55.1,76.3,0,0,61.5,88.4,0,57.5304154688631,510.469536300172,0,0,0,1,2,8,10,0,0,9,12,2.2,33.725871,-94.769542,330,1,598,1.39626778666667,0.0805528399111111,23.4713333333333,1.0969,0.06597,20,7.995,7.39,1796.4,13443.2,15979.1,662403.1,1739.3,808.5,1492.9,117.1,0,0,43.1,29.6,1773.8,NA,179.4,1283.44995117188,17.1399993896484
"288",288,20048863010478,50,53.8,23.1,33.8,0,0,0,0,73.1,87.6,488.910356714912,216.518565685409,0,0,5,5,3,5,0,0,0,0,8,10,2,31.849624,-94.662908,540,1,599,2.46895146666667,0.0574935961481481,20.9101666666667,2.3408,0.05334,20,5.145,4.455,263.2,2707.8,3494.4,33887.4,4307.2,3761.6,381.4,174,0,118.2,53,12.2,1001,487.4,NA,1259.07995605469,18.6700000762939
"289",289,20054453010478,205.7,207.4,75,75.9,0,0,0,0,280.7,283.3,2338.74294300165,425.599410763443,0,0,16,16,11,11,0,0,0,0,27,27,2,30.810325,-94.378579,250,1,603,5.37173125,0.127103263666667,25.3975,4.5756,0.10116,20,3.95,3.325,1084.2,2081.8,2389.4,10120.6,22837,76.4,954.2,0,0,19.2,0,216,1265,305,NA,1404.88000488281,19.3999996185303
"290",290,20055323010478,149.4,153.2,59.1,60.7,0,0,0,0,208.5,213.9,1716.28348258264,461.319319234759,0,0,12,12,7,7,0,0,0,0,19,19,2.1,32.385848,-95.687836,460,1,606,2.50612761,0.1308452921,22.921,2.1252,0.11624,20,5.12,4.535,2712.2,13188.4,12454.8,63808,4723.8,5104.2,718.2,142.2,0,353.2,0,79.8,869.2,915,NA,1070.75,18.3400001525879
"291",291,20218604010478,159.5,166.5,0,0,0,0,0,0,159.5,166.5,1208.26438855227,0,0,0,20,20,0,0,0,0,0,0,20,20,10.9,30.820101,-86.580332,170,0,607,1.62290866666667,0.062472453962963,20.9736666666667,1.2276,0.0544,20,4.99,4.46,136,1268,996,8148,5627,1387.1,707.5,83.8,0,41.9,127.9,13.6,1586.6,889.8,NA,1627.16003417969,19.2399997711182
"292",292,20219125010478,98.77,102.6,0,0,0,0,0,0,98.77,102.6,628.38136257103,0,0,0,15,15,0,0,0,0,0,0,15,15,9.2,28.353406,-81.182144,60,0,608,13.7655139448148,0.793777551911111,34.5838333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1240.34997558594,22.4300003051758
"293",293,20223337010478,351.5,371.7,158,159.83,0,0,0,0,509.5,531.53,8894.20223148623,2107.4234703872,0,0,20,20,10,10,0,0,0,0,30,30,10.2,30.012443,-82.817479,60,0,612,5.37846045462963,0.327711215972222,22.8151666666667,4.4338,0.30119,20,6.875,6.365,1897,4112,6270,371943,1598,1521.7,1334.1,90.5,0,60.6,0,0,1391.2,NA,1032.2,1321.18005371094,20.3099994659424
"294",294,20223419010478,0,0,499.6,502.7,0,0,0,0,499.6,502.7,0,4883.95920917886,0,0,0,0,52,52,0,0,0,0,52,52,10,30.007365,-83.389412,70,0,613,11.3129253639247,0.496030525434827,27.1966666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1400.46997070312,20.0799999237061
"295",295,20223779010478,44.6,48.15,63.4,65.64,0,0,0,0,108,113.79,377.503119493494,467.769480191477,0,0,5,5,8,8,0,0,0,0,13,13,9.2,28.957754,-80.931322,0,0,614,3.3843981386372,0.214382557137712,25.5456666666667,2.97268784530387,0.186434861878453,20,4.515,3.8,1076.67955801105,1041.96685082873,3461.65193370166,19805.1491712707,2859.57458563536,33.575138121547,453.833149171271,73.3149171270718,0,33.575138121547,44.7668508287293,58.6519337016575,1048.49116022099,285.957458563536,NA,1300.5400390625,21.7700004577637
"296",296,20224029010478,12.1,12.1,196.8,199.36,6,6,0,0,214.9,217.46,114.99014510302,1947.63649169867,28.2743338823081,0,1,1,20,20,1,1,0,0,22,22,10.4,30.229592,-84.454946,60,0,616,5.834796385,0.0740812852833333,25.6938333333333,3.9765,0.0396,20,4.25,3.67,517,913,297,517,16247,31.9,429,31.9,0,31.9,31.9,73.7,383.9,403.7,NA,1541.09997558594,19.7399997711182
"297",297,20224497010478,227.5,227.5,0,0,0,0,0,0,227.5,227.5,1126.47302381606,0,0,0,37,37,0,0,0,0,0,0,37,37,10.9,30.507525,-86.100857,70,0,617,2.73856130833333,0.0247018333333333,22.1166666666667,2.5232,0.01596,20,4.41,3.935,431,1128,564,4044,7982,364.5,1602.1,66.5,0,86.2,99.5,135.7,1254.3,850.9,NA,1605.33996582031,19.4699993133545
"298",298,20224798010478,63.8,65,0,0,0,0,0,0,63.8,65,380.509073884265,0,0,0,9,9,0,0,0,0,0,0,9,9,10.6,30.596978,-85.492829,280,0,618,2.03325898037037,0.0205485922037037,21.5028333333333,1.8623,0.01661,20,5.005,4.465,310,1073,612,6263,6025,1065,604.9,62.8,0,30.2,78.7,90.6,1162,988,NA,1519.58996582031,19.1100006103516
"299",299,20226144010478,140.55,141.5,28.63,29.3,0,0,0,0,169.18,170.8,1820.41942506751,170.706290814435,0,0,9,9,4,4,0,0,0,0,13,13,9.5,30.530833,-81.599308,20,0,619,5.73632594939226,0.233000534669061,19.3345,4.54972430939226,0.207687237569061,10,3.86,3.4,2424.36464088398,1939.49171270718,8808.52486187845,75559.364640884,9131.77348066299,121.218232044199,444.466850828729,64.6497237569061,0,727.309392265193,24.2436464088398,274.761325966851,1697.05524861878,953.583425414365,NA,1315.65002441406,20.6100006103516
"300",300,20226625010478,26.6,26.6,0,0,0,0,0,0,26.6,26.6,138.968351031545,0,0,0,4,4,0,0,0,0,0,0,4,4,10.9,30.615793,-87.343041,120,0,620,2.29805125,0.04869379,21.905,1.6213,0.0298,20,4.96,4.465,614,1815,1061,3788,8551,790.1,1248.3,31.6,0,149.9,47.4,108.8,2086.2,549.9,NA,1690.56994628906,19.6299991607666
"301",301,20226709010478,77.8,81.74,0,0,0,0,0,0,77.8,81.74,755.619792032234,0,0,0,7,7,0,0,0,0,0,0,7,7,9.3,29.601307,-81.370962,40,0,621,2.01608958814815,0.10248251117037,22.3706666666667,1.7326,0.09672,20,5.29,4.45,1130,1962,7862,44305,416,316.5,90.8,183,0,66.9,31.2,119.2,337.9,520.3,NA,1312.94995117188,21.1000003814697
"302",302,20227587010478,136.93,145,22.62,23.6,0,0,0,0,159.55,168.6,1609.89344736882,146.335385804213,0,0,11,11,3,3,0,0,0,0,14,14,10.2,29.99899,-85.134619,20,0,623,4.55007505648148,0.241343306583333,21.6721666666667,4.1551,0.22691,20,5.075,4.445,1509,3828,9674,52730,12349,427.4,1778.1,76.5,0,1348.3,169.1,237.7,1501.1,2174.6,NA,1542.18994140625,19.7000007629395
"303",303,20227902010478,37.5,37.5,87.7,90.21,0,0,0,0,125.2,127.71,296.998315488745,1372.33351510728,0,0,4,4,7,7,0,0,0,0,11,11,10,30.559949,-83.172624,140,0,624,8.94049160122775,0.441392829348066,28.0433333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1296.42004394531,19.8400001525879
"304",304,20230138010478,19.7,21.25,7,7.47,0,0,0,0,26.7,28.72,354.65635815916,43.8259243759247,0,0,1,1,1,1,0,0,0,0,2,2,10.7,30.932011,-85.969377,150,0,625,5.28268732481481,0.212179240122222,21.0371666666667,4.9047,0.2004,20,4.78,4.22,905,3905,4226,20723,23309,977.8,1621,71.4,0,63.1,97.7,232.2,2361.9,896.7,NA,1504.2099609375,18.7900009155273
"305",305,20230632010478,72.72,77,0,0,0,0,0,0,72.72,77,517.71876134833,0,0,0,10,10,0,0,0,0,0,0,10,10,9.9,30.241594,-83.316731,110,0,627,4.00764355555556,0.033494265037037,26.0536666666667,3.0552,0,20,3.92,3.335,967,1757,2705,9221,10492,65.1,1001.8,106.2,0,47.4,15.8,118.2,982.8,881.1,NA,1340.15002441406,19.9699993133545
"306",306,20233384010478,286.3,292.75,0,0,0,0,0,0,286.3,292.75,2505.61814011485,0,0,0,32,32,0,0,0,0,0,0,32,32,10.8,30.499431,-86.674514,90,0,629,3.93834883333333,0.0407818333888889,25.3975,1.1939,0.00441,20,5.09,4.575,443,885,1034,4726,5309,691.6,885.4,0,0,14.7,103.4,73.6,1371.6,752.4,NA,1694.25,19.5400009155273
"307",307,20233591010478,314.6,331.88,0,0,0,0,0,0,314.6,331.88,2534.12173172106,0,0,0,36,36,0,0,0,0,0,0,36,36,8.6,29.432915,-82.766471,40,0,630,6.35139268243094,0.212724402563536,20.9313333333333,5.13410276243094,0.182057458563536,20,5.495,4.8,2087.13812154696,1120.35359116022,4588.51933701657,188326.044198895,490.154696132597,340.99226519337,250.727071823204,0,0,21.0066298342541,127.217679558011,148.224309392265,1787.04640883978,NA,NA,1490.91003417969,20.5499992370605
"308",308,20234505010478,90.3,111.02,0,0,0,0,0,0,90.3,111.02,653.935862613493,0,0,0,15,15,0,0,0,0,0,0,15,15,9.5,30.364998,-84.763056,70,0,632,5.13877281112339,0.0626406443020258,20.6985,3.25518839779006,0.0295745856353591,20,4.075,3.525,2070.22099447514,1182.98342541436,681.364640883978,1774.47513812155,12389.9944751381,100.323756906077,1358.96740331492,92.8,20.5872928176796,29.5745856353591,23.2,74.5110497237569,836.761325966851,294.596685082873,NA,1486.58996582031,19.6000003814697
"309",309,20234959010478,336.78,348.4,0,0,0,0,0,0,336.78,348.4,2030.36420812528,0,0,0,48,48,0,0,0,0,0,0,48,48,9.2,30.359213,-83.601829,110,0,633,3.35096824074074,0.0621902578703704,20.5291666666667,2.5839,0.0423,20,5.445,4.71,3267,4680,4896,34326,8181,1644.3,1037.7,0,0,115.2,27,71.1,1224.9,35064,NA,1360.43005371094,19.9099998474121
"310",310,20235963010478,113.7,117.54,0,0,0,0,0,0,113.7,117.54,817.932182758759,0,0,0,15,15,0,0,0,0,0,0,15,15,8.5,29.107763,-82.323619,120,0,634,1.82035804444444,0.0162857391666667,20.4021666666667,1.0201,0,20,4.85,4.245,298,0,742,4750,9141,248.6,2252.1,33.3,0,26,104,192.8,1505.1,2852.4,NA,1313.2900390625,21.1599998474121
"311",311,20238407010478,130.6,137.24,0,0,0,0,0,0,130.6,137.24,1143.6248630676,0,0,0,13,13,0,0,0,0,0,0,13,13,8.8,30.664638,-81.725982,10,0,635,2.35690848888889,0.0632035883333333,20.4445,2.1507,0.0582,20,4.32,3.81,5193,1464,2973,8526,8835,73.2,2275.5,10.8,25.8,36.6,0,159.6,2660.4,344.7,NA,1310.89001464844,20.25
"312",312,20242517010478,209.4,217.7,0,0,0,0,0,0,209.4,217.7,1385.43450625146,0,0,0,28,28,0,0,0,0,0,0,28,28,8.6,30.364438,-81.849022,80,0,636,4.45695166222222,0.0951422832592593,20.3386666666667,3.4515,0.0663,20,3.97,3.215,2743,1976,5343,21372,3926,293.8,378.3,71.5,39,88.4,42.9,198.9,1693.9,696.8,NA,1311.93994140625,20.5
"313",313,20248419010478,329.85,335.8,10.3,10.3,0,0,0,0,340.15,346.1,3510.05434796607,41.6653725682346,0,0,34,34,2,2,0,0,0,0,36,36,8.1,27.544667,-81.220934,50,0,638,5.50844001611111,0.146652264,20.4445,4.0464,0.0912,20,3.745,3.005,2034,1824,3702,8172,6576,176.4,1402.2,22.8,0,208.8,0,270,1095.6,547.8,NA,1222.64001464844,22.6399993896484
"314",314,20256107010478,578.4,598.77,0,0,0,0,0,0,578.4,598.77,3498.32403369665,0,0,0,83,83,0,0,0,0,0,0,83,83,8.5,29.753549,-82.656463,80,0,640,5.82771860666667,0.171674580333333,20.4445,4.8017,0.1534,20,4.605,3.885,737,1340,3715,51691,9711,1467.9,848.2,0,0,20.1,6.7,196.6,924.1,1483.6,NA,1315.33996582031,20.5300006866455
"315",315,20257547010478,213.36,223.09,0,0,0,0,0,0,213.36,223.09,1065.95377563639,0,0,0,37,37,0,0,0,0,0,0,37,37,9.9,30.351536,-85.906007,70,0,641,1.77703573876611,0.0272069707872928,20.1058333333333,1.59811602209945,0.0242685082872928,20,4.785,4.13,1853.71270718232,485.370165745856,1032.70718232044,6134.27624309392,9877.86740331492,391.91270718232,935.633149171271,176.076243093923,39.5011049723757,51.6353591160221,42.5994475138122,48.5370165745856,1187.61325966851,13820.270718232,NA,1571.4599609375,19.8099994659424
"316",316,20257683010478,311.4,318.9,0,0,0,0,0,0,311.4,318.9,2082.85236738513,0,0,0,40,40,0,0,0,0,0,0,40,40,9.8,30.015951,-85.43695,10,0,642,1.24175604666667,0.015244064,0.656166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1536.18994140625,20.1200008392334
"317",317,20259336010478,54.6,57.01,0,0,0,0,0,0,54.6,57.01,371.009604558157,0,0,0,7,7,0,0,0,0,0,0,7,7,9.4,30.363263,-85.368235,90,0,643,3.74468497767035,0.0975684807067219,20.2116666666667,3.53942651933702,0.0947883977900553,20,4.46,3.875,2144.53591160221,1595.53591160221,1346.76795580111,4289.07182320442,17207.7513812155,171.477348066298,1945.09392265193,120.694475138122,25.9060773480663,39.8883977900553,77.7182320441989,173.53591160221,1240.65745856354,1110.52541436464,NA,1582.08996582031,19.5
"318",318,20260044010478,317.4,321.7,0,0,0,0,0,0,317.4,321.7,2915.46866836603,0,0,0,35,35,0,0,0,0,0,0,35,35,8.3,28.802947,-82.441381,90,0,644,3.02326138,0.026784808,20.381,1.506,0,20,4.88,4.245,2805,0,2073,6828,12330,346.8,1973.4,0,11.1,25.5,0,0,1485.9,4031.7,NA,1327.64001464844,21.4899997711182
"319",319,20262341010478,207.9,207.9,0,0,0,0,0,0,207.9,207.9,1039.13674804626,0,0,0,34,34,0,0,0,0,0,0,34,34,9.1,30.577981,-82.55941,120,0,646,13.0416017666667,0.519608058,20.1905,12.6126,0.51,20,3.25,2.64,3008,2090,5058,10064,42652,85,868.2,29.2,0,19,0,125.6,2344.2,403.6,NA,1281.55004882812,19.9699993133545
"320",320,20358658010478,386.81,395.7,0,0,0,0,0,0,386.81,395.7,1859.70504120065,0,0,0,67,67,0,0,0,0,0,0,67,67,9.1,30.050159,-83.708236,30,0,648,2.19556817006036,0.0145632569814815,20.2751666666667,1.46496795580111,0,20,4.885,4.21,240.309392265193,0,384.265193370166,3604.6408839779,7322.54143646409,377.239779005525,1013.14033149171,14.3955801104972,0,0,0,0,333.938121546961,3554.16574585635,NA,1423.01000976562,19.9500007629395
"321",321,20366929010478,39.2,39.2,375,385.64,0,0,0,0,414.2,424.84,468.034473531807,4843.05865734214,0,0,3,3,32,32,0,0,0,0,35,35,10.2,30.311956,-85.039446,40,0,650,1.17190250166667,0.0261525216666667,20.7831666666667,0.9072,0.01529,20,6.3,5.555,689,4285,7860,95810,2345,2119.6,882.7,0,0,110.3,68.3,41.1,672.7,NA,1239,1515.25,19.6399993896484
"322",322,20367564010478,32.5,32.5,0,0,0,0,0,0,32.5,32.5,317.905614598385,0,0,0,3,3,0,0,0,0,0,0,3,3,9.7,26.878383,-81.705752,30,0,651,1.22477870148148,0.00592333174074074,25.0588333333333,0.9505,0,20,5.255,4.545,1016,730,1159,16640,745,57.2,312.3,0,0,15.8,170.8,0,615.6,207.7,NA,1341.4599609375,22.9300003051758
"323",323,20634870010478,165.1,172.2,116.8,130,8,8,0,0,289.9,310.2,1761.31821327185,904.888639976736,50.2654824574367,0,14,14,15,16,1,1,0,0,30,31,6,35.125854,-86.027752,1040,1,652,7.85198327889503,0.490108339553131,22.4765,7.59264419889503,0.477262541436464,20,6.7,6.45,2189.72375690608,38781.6574585635,247131.580110497,756830.232044199,293.580110497238,544.220994475138,132.496132596685,53.1524861878453,0,11.8972375690608,88.8729281767956,0,1336.03093922652,NA,550.583425414365,1450.18005371094,14.4099998474121
"324",324,20634989010478,185.1,191.74,32,34.87,0,0,33.7,34.4,250.8,261.01,1749.18506828442,160.305184396747,0,197.873213286353,18,18,6,6,0,0,5,5,29,29,5.4,36.107582,-83.636934,900,1,653,0.216155693333333,0.00722028866666667,4.52966666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1133.86999511719,14.5699996948242
"325",325,20635049010478,91.8,95.2,88.7,92.42,0,0,0,0,180.5,187.62,1348.84280581878,905.567538149177,0,0,9,9,8,8,0,0,0,0,17,17,5.6,36.144769,-82.860695,1600,1,654,4.5636937,0.242603509,21.27,4.3601,0.23434,20,5.865,5.25,206,9390,18144,108846,857,5307.5,79.1,19.5,0,81.3,30.4,145.3,1297.6,941.3,NA,1109.36999511719,13.6899995803833
"326",326,20635421010478,191.5,204.84,112.8,154.7,0,0,0,0,304.3,359.54,1707.49629085092,1239.14624433706,0,0,21,21,12,17,0,0,0,0,33,38,5.4,35.080648,-84.990173,910,1,656,2.53383642,0.2299889498,20.1693333333333,2.5193,0.2294,20,4.79,4.305,1327,7766,12477,128516,34587,31166.1,622.5,42,14.8,172.8,14.8,160.4,2937.2,1195.8,NA,1325.40002441406,15.2600002288818
"327",327,20635486010478,167.6,189.2,40.9,43.3,0,0,0,0,208.5,232.5,1792.98546722003,515.3075889867,0,0,17,18,3,3,0,0,0,0,20,21,5.8,36.417018,-84.281996,1740,1,657,3.80163215392265,2.19107000827735,24.318,3.48784309392265,2.17244690607735,20,4.645,4.255,640.303867403315,12170.7016574586,12802.2044198895,93705.4143646409,36343.8508287293,8265.19944751381,810.676243093923,21.0149171270718,14.5027624309392,227.608839779006,35.024861878453,114.54364640884,3408.67679558011,466.270718232044,NA,1436.16003417969,13.1800003051758
"328",328,20635653010478,212.9,232.27,65.2,74.02,0,0,0,0,278.1,306.29,1948.38945291792,414.706252396386,0,0,24,24,10,11,0,0,0,0,34,35,7.3,35.430736,-88.726934,460,1,660,2.86026133287293,0.167116412127072,23.175,2.26288508287293,0.142454917127072,20,4.745,4.115,941.403314917127,13979.0276243094,22187.9005524862,34761.591160221,44845.1491712707,8853.65635359116,637.205524861878,0,0,440.944751381215,42.6066298342541,605.149171270718,7415.57900552486,473.001104972376,NA,1387.32995605469,15.210000038147
"329",329,20635971010478,130.5,139.75,41.2,48.5,0,0,0,0,171.7,188.25,1401.34863653731,269.854954961729,0,0,12,12,7,7,0,0,0,0,19,19,6.9,35.780912,-88.090247,440,1,661,4.46358745835073,0.261050976960589,24.7413333333333,3.07735856353591,0.206936243093923,20,4.575,4.025,909.513812154696,12510.8011049724,4568.44751381215,21021.3425414365,37733.9171270718,3149.70607734807,1491.25580110497,0,0,242.990607734807,0,333.941988950276,2688.77900552486,533.908287292818,NA,1365.18994140625,14.8500003814697
"330",330,20635999010478,62.2,66.2,215.6,235.27,0,0,11.3,11.7,289.1,313.17,582.341322232672,2089.90202275997,0,53.854752064163,7,7,24,24,0,0,2,2,33,33,6.3,35.9966,-85.740208,860,1,662,5.77087301111111,0.528909464444444,20.635,5.6171,0.5212,20,6.52,6.195,903,17323,46311,402929,205,3806.1,70.3,24.4,0,12.2,48.8,12.2,2568.4,NA,2193.6,1339.38000488281,14.3299999237061
"331",331,20636283010478,58.8,64.7,26.2,29.3,0,0,0,0,85,94,757.430134798865,234.559161498648,0,0,5,5,3,3,0,0,0,0,8,8,5.5,36.476903,-82.710942,1540,1,664,8.03704046654696,0.772502657028315,21.8838333333333,7.83793812154696,0.763263867403315,20,7.695,7.305,2172.78453038674,29234.5193370166,25709.5635359116,1491425.20994475,1757.90055248619,1105.14972375691,883.449723756906,0,0,0,0,128.886740331492,2104.98121546961,NA,1424.3182320442,1108.68994140625,13.1499996185303
"332",332,20636507010478,0,9.4,14.3,27.6,0,0,0,0,14.3,37,69.3977817177985,151.000650894793,0,0,0,1,4,4,0,0,0,0,4,5,6.9,35.697086,-87.566283,810,1,665,4.07840077666667,0.323444458233333,25.7785,3.6751,0.30508,20,5.145,4.89,732,10023,18722,136883,6251,11734,181.7,0,0,125.6,61.8,101.4,1634.3,1362.6,NA,1389.67004394531,14.5100002288818
"333",333,20636994010478,26.3,26.6,381.4,420,0,0,0,0,407.7,446.6,278.863471895898,3371.5415278693,0,0,2,2,44,47,0,0,0,0,46,49,7.2,35.210908,-88.570283,480,1,666,3.44411823224882,0.33250169207745,22.1378333333333,3.00562486187845,0.309604309392265,20,5.225,4.525,1112.50828729282,15945.5359116022,39924.9723756906,69797.8232044199,13568.1712707182,39880.2585635359,748.008287292818,40.9966850828729,0,474.260773480663,24.3,72.9,5536.57016574586,110.095027624309,NA,1431.51000976562,15.3299999237061
"334",334,20637167010478,6.6,7.1,118.2,133.1,0,0,0,0,124.8,140.2,39.5919214168654,716.542306412394,0,0,1,1,18,20,0,0,0,0,19,21,6.3,35.518695,-86.676992,730,1,667,0.804081214814815,0.0451208196444444,2.62466666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1372.93994140625,14.6800003051758
"335",335,20637391010478,27.7,30.1,199.4,220.2,0,0,0,0,227.1,250.3,436.092330226433,2743.36436882075,0,0,2,2,17,17,0,0,0,0,19,19,5.8,36.200421,-84.554649,2790,1,669,6.92055999214549,0.416470561499908,10.9948333333333,6.16624751381216,0.385879337016575,10,4.46,3.93,521.458563535912,9125.52486187845,13297.1933701657,29332.044198895,29332.044198895,13310.2298342541,534.495027624309,195.546961325967,0,743.078453038674,26.0729281767956,130.364640883978,2450.85524861879,365.020994475138,NA,1585.92004394531,11.4899997711182
