"","X.1","PLT_CN","PREVDIA.EM","DIA.EM","PREVDIA.AM","DIA.AM","PREVDIA.EITHER","DIA.EITHER","PREVDIA.OTHER","DIA.OTHER","PREVDIA.TOT","DIA.TOT","BASAL.EM","BASAL.AM","BASAL.EITHER","BASAL.OTHER","PREVSTEM.EM","STEM.EM","PREVSTEM.AM","STEM.AM","PREVSTEM.EITHER","STEM.EITHER","PREVSTEM.OTHER","STEM.OTHER","PREVSTEM.TOT","STEM.TOT","REMPER","latitude","longitude","elevation","grm.out","X","C.storage","N.storage","depth","m.C.storage","m.N.storage","m.depth","pH_H2O","pH_CaCl2","m.Na.storage","m.K.storage","m.Mg.storage","m.Ca.storage","m.Al.storage","m.Mn.storage","m.Fe.storage","m.Ni.storage","m.Cu.storage","m.Zn.storage","m.Cd.storage","m.Pb.storage","m.S.storage","m.BrayP.storage","m.OlsenP.storage","map","mat"
"336",336,20637529010478,130.4,141.8,21.7,63.6,0,0,18,25.9,170.1,231.3,1303.47820790094,325.249087426151,0,133.478417869396,13,13,4,10,0,0,3,4,20,27,6.8,35.784715,-87.920918,540,1,670,6.7695504,0.413824016,23.429,6.252,0.39236,20,5.145,4.645,483,13355,9735,63961,7859,19322.2,174.5,0,0,200.2,49.6,111.4,3076.5,2899.3,NA,1344.38000488281,14.6999998092651
"337",337,20637537010478,189.5,214.3,127.9,152.41,0,0,0,0,317.4,366.71,2047.99639689355,1494.62849144843,0,0,19,20,11,14,0,0,0,0,30,34,6.1,36.549368,-85.201869,980,1,671,3.72242330666667,0.209272832533333,21.524,2.5699,0.15022,20,4.62,4.47,241,6276,7095,43241,5640,5648.4,98.3,42.3,0,80,13.5,38.4,1452.2,508.9,NA,1307.72998046875,13.8599996566772
"338",338,20637604010478,213.9,225.16,0,0,0,0,23.8,29.6,237.7,254.76,1976.91880558388,0,0,138.340032500827,22,22,0,0,0,0,4,5,26,27,6.1,36.165254,-85.62967,1060,1,672,4.12611737333333,0.177017106933333,10.762,2.5935,0.11648,10,4.26,4.01,364,3094,546,2548,17199,946.4,800.8,18.2,0,81.9,9.1,54.6,2184,282.1,NA,1388.11999511719,13.8900003433228
"339",339,20638245010478,23.8,26.7,157.6,177.4,0,0,14.1,14.8,195.5,218.9,211.374207715155,1422.48173761892,0,90.0380454518835,3,3,19,21,0,0,2,2,24,26,5.4,36.324721,-83.970446,1390,1,674,4.63817447407407,0.266605219259259,22.8786666666667,4.3758,0.25542,20,5.145,4.56,318,10266,5082,56760,11034,17421.6,217.2,0,0,150.6,15,226.8,5610.6,960.6,NA,1271.11999511719,13.5600004196167
"340",340,20643803010478,224.7,251.2,32.8,33.8,0,0,21.2,21.32,278.7,306.32,2271.26153280254,261.600420264422,0,124.19218414465,22,24,4,4,0,0,3,3,29,31,6.3,35.041849,-87.770451,910,1,678,5.17396383518519,0.251950529814815,20.2963333333333,4.3603,0.2217,20,4.865,4.2,757,11280,2428,3234,43302,9692.9,569.8,0,0,0,0,248.2,5212.4,673.8,NA,1501.71997070312,14.8699998855591
"341",341,20644103010478,0,0,101.8,165.75,0,0,0,0,101.8,165.75,0,1008.59457696714,0,0,0,0,16,23,0,0,0,0,16,23,5.4,36.151586,-86.288036,460,1,679,3.4058911,0.325344624,20.0211666666667,3.3628,0.3234,20,5.915,5.23,3226,18458,24059,274498,1812,11616.4,185.9,25,0,57.8,28.9,32.8,1964.5,7418.2,NA,1300.05004882812,14.5500001907349
"342",342,20649847010478,14.3,14.3,96.3,96.3,0,0,102.8,102.8,213.4,213.4,82.0348381668635,892.707114462441,0,1119.2237987679,2,2,9,9,0,0,8,8,19,19,NA,36.572838,-81.695906,4050,0,682,6.90492556777778,0.319164775777778,20.4868333333333,6.0504,0.2853,20,4.11,3.41,1059,4860,1587,2184,46491,206.1,4188.9,50.4,9.9,9.9,0,344.1,2822.7,605.1,NA,1273.63000488281,9.93000030517578
"343",343,20650090010478,150.7,164.1,62.1,72.7,0,0,11,22.6,223.8,259.4,1484.94445355392,786.175707579212,0,100.798000290429,16,16,5,6,0,0,2,4,23,26,6.1,35.500182,-87.484456,910,1,683,3.54118086333333,0.154114385333333,20.4445,3.0957,0.1374,20,5.14,4.4,1440,7155,1989,4950,16332,5972.7,294,28.5,30,83.7,57,91.8,2751.9,884.7,NA,1427.76000976562,14.5900001525879
"344",344,20650118010478,15.5,17.7,171.7,223.84,0,0,0,0,187.2,241.54,124.446338990326,1198.06018145414,0,0,2,2,28,34,0,0,0,0,30,36,5.6,35.153952,-86.400487,840,1,684,5.36564855285451,0.436153809510129,20.508,5.24895248618785,0.431472928176796,20,6.295,5.75,7201.13812154696,27958.0994475138,25920.9171270718,1001981.29281768,4608.65193370166,8205.16574585635,2179.89723756906,97.8530386740332,0,0,12.6530386740332,75.9182320441989,1913.03093922652,NA,3079.69281767956,1446.93994140625,14.8699998855591
"345",345,20650675010478,208.3,219,45.1,47.9,0,0,0,0,253.4,266.9,2840.07829866151,341.923090435079,0,0,15,15,6,6,0,0,0,0,21,21,4.4,35.350605,-84.199052,1550,1,686,4.65487535,0.320819145,20.5503333333333,3.8742,0.2921,20,4.95,4.255,818,9039,3762,2818,22162,9803,185,0,20.9,0,0,57.8,5183.9,375.7,NA,1448.18005371094,13.8800001144409
"346",346,20651134010478,96.6,101.3,177.1,196.5,0,0,12.3,12.5,286,310.3,825.445615749084,1535.80683861554,0,61.6773177716016,12,12,21,22,0,0,2,2,35,36,5.4,36.077155,-85.417609,1770,1,688,4.26824424444445,0.289708501111111,20.3175,4.0356,0.2787,20,6.295,5.705,2163,15551,11558,179671,2558,4330.3,637,0,0,20.5,35.8,0,1418.6,NA,NA,1420.78002929688,13.3100004196167
"347",347,20651415010478,76.7,82.7,141.3,176.8,0,0,0,0,218,259.5,767.750266665908,1628.60163162095,0,0,8,8,15,18,0,0,0,0,23,26,5,36.327694,-84.392862,1590,1,689,8.94744466666667,0.839112221296296,20.3598333333333,8.353,0.818,20,5.415,5.23,1802,38520,31808,378640,1152,13027.8,232.4,141,0,44.4,5.8,9,2141.4,1213.4,NA,1403.92004394531,12.8999996185303
"348",348,20652128010478,194.5,207.6,42.9,53.3,0,0,0,0,237.4,260.9,2283.7336556373,330.314905580065,0,0,17,18,6,7,0,0,0,0,23,25,5.5,35.551717,-86.55955,720,1,692,4.08830574583333,0.258357153333333,20.2116666666667,3.9238,0.2515,20,5.225,4.53,4330,11455,11797,208937,41097,10912.2,350.5,84.1,14.8,0,36.6,331,4800,873.7,NA,1377.56994628906,14.7399997711182
"349",349,20652181010478,104.4,115.1,121.2,140.31,0,0,9.6,10.6,235.2,266.01,1031.51838586131,884.837503405015,0,88.2473376393373,11,11,18,19,0,0,1,1,30,31,6.3,35.963609,-88.089447,440,1,693,2.73111806666667,0.15564052,20.2116666666667,2.5146,0.1464,20,4.98,4.445,606,8436,9012,52794,14106,18951.6,224.4,150,13.8,0,0,124.2,1938,391.8,NA,1315.73999023438,14.8500003814697
"350",350,20652279010478,197.6,207.6,115.1,124.2,0,0,5.2,5.9,317.9,337.7,1694.68503308921,975.338855233487,0,27.3397100678652,22,22,14,15,0,0,1,1,37,38,4.6,35.659553,-83.774093,1540,1,695,4.11237568518519,0.250276274074074,20.5291666666667,3.5595,0.2275,20,5.04,4.37,2500,15460,2145,13110,25875,2562.5,808,35.5,13,41.5,0,142,6356.5,272.5,NA,1395.16003417969,14.0100002288818
"351",351,20652582010478,111.9,126.6,63.2,67.5,0,0,0,0,175.1,194.1,1259.55874260376,814.701368873807,0,0,10,11,5,5,0,0,0,0,15,16,4.7,36.31817,-82.052131,2110,1,698,8.02803975,0.33093955,22.1166666666667,7.7354,0.3193,20,4.485,3.89,1015,19790,5701,10462,62699,427.9,3452.3,196.4,6.8,0,13.6,617.5,5302.2,1291.7,NA,1215.90002441406,12.1899995803833
"352",352,20652981010478,89.7,89.7,13.1,13.1,0,0,0,0,102.8,102.8,781.353362855951,67.5835119603504,0,0,9,9,2,2,0,0,0,0,11,11,NA,35.868955,-84.74095,1440,0,700,0.6372352,0.0248090266666667,0.338666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1516.4599609375,13.210000038147
"353",353,20653420010478,99.9,106.5,60.9,77.1,0,0,0,0,160.8,183.6,1201.83983157568,569.028823363085,0,0,8,8,8,10,0,0,0,0,16,18,4.9,35.074816,-85.969273,1560,1,701,5.19653845333333,0.325549508740741,20.2963333333333,4.8948,0.3144,20,7.24,6.81,3968,25512,18188,505020,612,1319.6,244.8,137.2,0,0,9.6,145.2,1204.4,NA,570.4,1532.81994628906,13.9200000762939
"354",354,20653963010478,204.5,217,35.9,37.7,0,0,0,0,240.4,254.7,2686.23450641522,229.139914171206,0,0,15,16,5,5,0,0,0,0,20,21,6.7,35.340462,-88.886752,460,1,702,2.6724192675,0.124828311,20.8043333333333,2.2668,0.1071,20,4.605,3.955,2574,11154,17195,4668,75288,2076.2,3553.9,23.8,33.4,126.3,16.7,388.5,7468.8,316.7,NA,1388.41003417969,15.4499998092651
"355",355,20654103010478,61.1,61.1,94.1,94.1,0,0,0,0,155.2,155.2,676.157132850497,544.728604187568,0,0,5,5,14,14,0,0,0,0,19,19,NA,35.233045,-88.325869,420,0,703,3.08690222222222,0.135817755555556,20.508,2.9012,0.1264,20,4.78,4.05,1862,6174,3980,10600,26332,5594.2,809,120.8,26.6,126.4,41,628.6,4613.2,426.8,NA,1398,15.6800003051758
"356",356,20654108010478,109,113.8,64.3,66.3,0,0,0,0,173.3,180.1,840.533114467949,428.238348592459,0,0,13,13,9,9,0,0,0,0,22,22,4.6,36.446591,-82.946444,1700,1,704,6.20403504740741,0.519702321925926,20.5926666666667,5.9684,0.5085,20,4.79,4.37,3373,28416,37158,285541,38253,12634.6,751.5,69,41.4,55.2,0,359.7,3822.1,1144.6,NA,1092.93005371094,13.9899997711182
"357",357,2222999010690,0,425.5,0,0,0,0,0,0,0,425.5,3178.89121236954,0,0,0,0,48,0,0,0,0,0,0,0,48,NA,33.698021,-109.489286,7516,1,1,4.48494684125926,0.147780780166667,24.2121666666667,2.832263,0.11199,20,5.745,5.16,4687.606,45696.02,45032.31,210970.16,1413.84,5809.73,0,12.424,26.401,7.672,5.48,72.991,774.872,NA,NA,639.679992675781,7.80999994277954
"358",358,2223994010690,0,279.5,0,0,0,0,0,0,0,279.5,1893.02163129197,0,0,0,0,35,0,0,0,0,0,0,0,35,NA,34.193477,-109.760525,7780,1,2,8.5006800242037,0.271741286444444,23.1538333333333,5.98567,0.216053,20,NA,NA,6045.971,67829.5,135485.32,642623.4,208.878,3094.751,0,39.83,11.38,41.566,3.384,117.767,1332.735,NA,NA,760.619995117188,7.76000022888184
"359",359,2224118010690,0,419.8,0,153.5,0,0,0,0,0,573.3,3002.37297514596,1433.78361719021,0,0,0,51,0,16,0,0,0,0,0,67,NA,36.185007,-109.335612,7282,1,3,2.70646859866667,0.1522989778,20.9736666666667,1.875078,0.133833,20,7.28,6.67,2228.463,54479.25,100795.56,936706.5,24.429,474.924,0,26.574,56.07,0,7.185,80.1,211.239,NA,1010.4138,295.230010986328,9.31999969482422
"360",360,2224205010690,0,317.7,0,0,0,0,0,0,0,317.7,3275.07107145919,0,0,0,0,27,0,0,0,0,0,0,0,27,NA,35.688707,-109.337347,7212,1,4,2.00731180725,0.1343677536,20.8678333333333,1.734534,0.125595,20,6.885,6.14,4755.79,37480.96,52529.49,439005.6,0,1196.004,0,18.293,53.216,0,3.326,136.603,720.628,NA,549.7857,347.720001220703,8.94999980926514
"361",361,2225508010690,0,49.3,0,27.8,0,0,0,0,0,77.1,540.675949664437,606.987116600084,0,0,0,4,0,1,0,0,0,0,0,5,NA,32.215502,-109.572982,6920,1,5,5.06368116933333,0.297305283466667,20.381,4.96932,0.294597,20,6.56,6.025,3616.545,23415.216,128987.13,541183.2,95.427,1124.865,0,0,42.873,0,1.383,96.81,378.561,NA,2073.453,540.25,12.6599998474121
"362",362,2226670010690,0,227.7,0,132.3,0,0,0,0,0,360,1743.70173246684,1432.95109513701,0,0,0,25,0,11,0,0,0,0,0,36,NA,35.78263,-111.841368,6717,1,7,5.58143694610667,0.328933443809024,21.6721666666667,4.7353346961326,0.303960972375691,20,7.4,6.965,1400.82812154696,53911.1169060774,108962.893480663,906869.159668508,4514.95243093923,127.814591160221,3.129,14.602,55.9486740331492,0,9.47544751381215,58.0599447513812,1192.85191712707,NA,1049.69331823204,412.480010986328,9.18000030517578
"363",363,2227020010690,0,118.3,0,63.8,0,0,0,0,0,182.1,892.738530388978,742.49971571268,0,0,0,13,0,5,0,0,0,0,0,18,NA,35.249492,-111.48373,6527,1,8,3.10878896838889,0.236063288,20.889,2.753837,0.225758,20,6.81,6.25,8034.018,87904.79,257609.6,522835.5,34363.285,1093.44,32.318,76.352,51.876,11.79,12.046,10.611,8019.16,NA,4463.7878,429.529998779297,9.96000003814697
"364",364,2227984010690,0,290.4,0,0,0,0,0,0,0,290.4,3468.88377624078,0,0,0,0,25,0,0,0,0,0,0,0,25,NA,34.478606,-110.999954,7343,1,9,11.2364681751852,0.436374687592593,24.5508333333333,8.32941,0.388507,20,5.625,5.095,1200.705,27227.79,43775.47,384694.4,10717.709,3386.765,41.3,60.771,14.937,14.937,11.583,78.132,10341.988,13529.5355,NA,625.130004882812,8.8100004196167
"365",365,2229373010690,0,0,0,195,0,0,0,0,0,195,0,2175.69428428034,0,0,0,0,0,15,0,0,0,0,0,15,NA,34.249801,-111.540429,4064,1,10,7.41199936,0.5108457632,20.762,7.37902,0.510048,20,7.8,7.4,5128.31,68531.98,196573.52,1192041.4,0,203.192,0,19.778,0,0,0,95.304,629.09,NA,1857.383,488.950012207031,16.2999992370605
"366",366,2229496010690,0,359.9,0,132.7,0,0,0,0,0,492.6,2690.32643084652,1140.94005798584,0,0,0,42,0,13,0,0,0,0,0,55,NA,33.97883,-111.002602,5642,1,11,5.2277048077037,0.261679519111111,20.9948333333333,4.7844,0.248622,20,7.03,6.45,817.882,41150.28,98051.17,584289.9,132.37,3022.609,0,25.802,0,0,1.206,16.884,877.921,NA,1033.3541,673.969970703125,12.1000003814697
"367",367,2230354010690,0,213.7,0,0,0,0,0,0,0,213.7,1959.54485573173,0,0,0,0,20,0,0,0,0,0,0,0,20,NA,32.715361,-109.82113,6995,1,13,5.64113290451852,0.377200246259259,20.8043333333333,5.414374,0.368212,20,6.605,6.075,2083.977,40906.089,122898.36,535676.76,783.45,986.963,0,20.46,0,0,5.223,114.906,258.49,NA,4975.8338,604.940002441406,11.8299999237061
"368",368,2232362010690,0,79.3,0,216.5,0,0,0,0,0,295.8,609.58678452093,2500.38573901048,0,0,0,9,0,16,0,0,0,0,0,25,NA,36.487744,-113.008869,6220,1,15,3.64064525666667,0.447790386166667,20.381,3.622632,0.447156,20,7.315,7.105,20269.832,611635.2,116523.08,762143.8,548.864,324.444,1066.22,135.516,135.374,205.594,62.296,112.612,1401.486,NA,2585.1166,375.149993896484,11.1099996566772
"369",369,22330750010478,6.7,6.7,7,7,0,0,0,0,13.7,13.7,35.2565235549115,38.484510006475,0,0,1,1,1,1,0,0,0,0,2,2,NA,31.488414,-87.638403,130,0,706,6.91498207842848,0.589632989858809,20.3386666666667,6.81258508287293,0.586203425414365,20,7.825,7.41,1674.81767955801,10599.1712707182,10953.8121546961,992513.580110497,0,658.944751381215,58.6872928176795,11.6116022099448,0,126.526519337017,0,0,2331.98950276243,NA,1072.15801104972,1463.38000488281,18.2700004577637
"370",370,22330789010478,73,116.8,96,113.9,0,0,27.2,26.8,196.2,257.5,754.186440384034,749.748940760838,0,199.852416658115,9,15,13,15,0,0,3,3,25,33,5,33.318236,-85.824894,1190,1,707,4.51502902,0.1806089393,22.5611666666667,4.1914,0.17096,20,4.52,4.095,628,6870,4388,19846,23826,2360.8,1780.8,0,0,743,42.6,157,6813.4,652.6,NA,1482.60998535156,15.5600004196167
"371",371,22331054010478,247.4,264.9,29.8,30,0,0,0,0,277.2,294.9,2468.16870634792,273.836923650154,0,0,23,25,3,3,0,0,0,0,26,28,3.9,34.643733,-88.020512,580,1,709,3.59632926444444,0.204545014344444,23.683,3.1,0.18032,20,4.585,3.89,662,7036,6590,77242,32792,8039.6,1459.4,61.6,0,371,0,390,2062,768.2,NA,1479.57995605469,15.7600002288818
"372",372,22331169010478,351.4,351.4,5.6,5.6,0,0,0,0,357,357,2125.47592571271,24.630086404144,0,0,47,47,1,1,0,0,0,0,48,48,NA,31.602906,-87.076555,390,0,710,1.20515907777778,0.0147434060444444,23.8311666666667,0.7988,0.00552,20,5.525,4.915,548,1640,912,13932,7100,254.4,2665.6,54,0,273.2,18,0,2007.6,454,NA,1491.47998046875,18.2600002288818
"373",373,22331729010478,28,31.8,156.2,174.5,0,0,0,0,184.2,206.3,397.128727340286,1314.87433525184,0,0,2,2,18,20,0,0,0,0,20,22,4.1,32.211973,-87.252492,90,1,712,0.36180522,0.012060174,0.719666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1339.30004882812,17.9599990844727
"374",374,2233173010690,0,39.8,0,57.7,0,0,0,0,0,97.5,301.702850487496,593.062007163047,0,0,0,5,0,5,0,0,0,0,0,10,NA,35.174283,-113.359673,5235,1,16,6.03817626740741,0.376408033407407,21.4393333333333,5.64927,0.367326,20,7.77,7.13,6821.598,110749.53,188306.67,879711,0,388.569,127.518,0,0,0,1.206,114.285,1725.102,1821.6858,721.1727,351.059997558594,12.6800003051758
"375",375,22331741010478,225.9,225.9,34.7,34.7,0,0,0,0,260.6,260.6,2035.35148646285,159.396557261512,0,0,20,20,6,6,0,0,0,0,26,26,NA,32.081719,-86.922121,270,0,713,2.18306823888889,0.0324133090555556,23.2808333333333,1.6131,0.0159,20,4.675,4.07,484,1936,643,8331,8429,695.6,1011.5,0,0,289.7,0,308.4,1763.2,1154.1,NA,1356.81994628906,17.8799991607666
"376",376,22331922010478,49.9,49.9,31.4,31.4,0,0,0,0,81.3,81.3,363.647203634653,337.328511179204,0,0,6,6,3,3,0,0,0,0,9,9,NA,32.65298,-86.189651,330,0,714,5.33626744,0.2272453592,22.032,5.2234,0.22206,20,5.05,4.375,1704,4554,11447,94948,13176,8429,374.7,151,0,432,26.5,166.4,3351.9,772.2,NA,1326.25,17.7600002288818
"377",377,22332066010478,44.6,44.6,0,0,0,0,0,0,44.6,44.6,195.972549730931,0,0,0,8,8,0,0,0,0,0,0,8,8,NA,31.12618,-87.232068,150,0,715,9.66670979734909,0.274513864861735,22.3071666666667,9.21178011049724,0.263651160220994,20,5.23,4.56,960.298342541437,5320.48066298343,8205.29281767956,82686.5082872928,18046.5580110497,4308.44917127072,790.858563535912,19.5193370165746,0,210.012154696133,0,126.875690607735,2091.92872928177,728.775138121547,NA,1639.44995117188,18.7299995422363
"378",378,22332901010478,209.7,234.7,22.1,22.7,0,0,0,0,231.8,257.4,1803.78469196675,233.459604069892,0,0,24,26,2,2,0,0,0,0,26,28,3.9,31.955456,-85.347655,350,1,719,3.76237264555556,0.0907905238888889,20.2328333333333,2.4705,0.0588,20,4.825,4.125,636,10446,17217,31704,27948,2581.2,2202.9,432.9,31.8,63.6,114.9,129.6,4744.8,1224,NA,1310.57995605469,18.1000003814697
"379",379,22332976010478,301.9,310.7,11.7,12,0,0,0,0,313.6,322.7,3000.40162575583,56.5643757278842,0,0,29,29,2,2,0,0,0,0,31,31,3.4,33.03206,-87.138351,470,1,720,3.53495549422222,0.108681378666667,20.6985,3.0104,0.0902,20,5.33,4.695,1446,3910,5518,40082,6234,5688,542,42.2,0,19,5.8,115.6,1227.4,532,NA,1415.33996582031,17.2800006866455
"380",380,22333226010478,144.7,166.2,10.1,10.1,0,0,0,0,154.8,176.3,1278.86382946007,80.1184666481737,0,0,18,18,1,1,0,0,0,0,19,19,3.3,31.776227,-86.828216,390,1,721,5.53123338666667,0.178257290666667,20.381,5.1642,0.1681,20,4.835,4.395,3366,7177,6859,93283,14426,2605.7,1060.7,15.5,15.1,550.4,0,441.9,1120.7,871.9,NA,1436.38000488281,17.9799995422363
"381",381,22333367010478,88.5,89.9,5.2,10.8,0,0,0,0,93.7,100.7,957.957993877502,45.9457925587507,0,0,7,7,1,2,0,0,0,0,8,9,2.9,33.000043,-85.31144,730,1,722,4.2838564,0.1617068625,20.1058333333333,4.112,0.1576,20,5.165,4.63,3435,10879,9361,49354,10922,14847.9,757.4,85.7,0,58.1,13.8,151.8,3861,1313.7,NA,1319.68005371094,16.7600002288818
"382",382,22333682010478,56,69.6,125.5,132.3,0,0,0,0,181.5,201.9,704.769187943066,990.866176923855,0,0,5,6,16,16,0,0,0,0,21,22,6,31.600773,-87.651234,110,1,725,1.8605047962963,0.0648807941481482,20.2963333333333,1.6575,0.058,20,5.545,5.05,967,5948,8748,61512,2375,5836.5,216.6,95.9,0,11.6,49.5,46.4,1450.3,873.3,NA,1442.58996582031,18.1700000762939
"383",383,22333984010478,6.3,209.4,0,0,0,0,0,0,6.3,209.4,1173.9189268669,0,0,0,2,30,0,0,0,0,0,0,2,30,5.4,31.574876,-85.918276,380,1,726,0.1022604,0.00255651,0.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1403.56005859375,18.5100002288818
"384",384,22334057010478,121.8,126.5,173.3,178.2,0,0,0,0,295.1,304.7,1539.8437851754,2185.77879669837,0,0,10,10,14,14,0,0,0,0,24,24,4.5,34.702555,-87.806791,600,1,727,7.29923320222222,0.606600904222222,20.254,7.1349,0.6001,20,6.265,5.83,4788,21395,30068,462671,1100,8768.8,409.7,385.7,0,0,26.8,0,2081.6,NA,NA,1460.47998046875,15.9499998092651
"385",385,22334235010478,168.8,189.45,25.5,28,0,0,5.5,5.7,199.8,223.15,1531.39486443266,234.50418362721,0,25.5175863287831,20,20,3,3,0,0,1,1,24,24,4.5,32.82808,-86.186285,580,1,729,6.08823886666667,0.366079829333333,20.254,5.5148,0.3434,20,4.875,4.415,4404,57982,49656,82430,21340,1825.5,2002.5,136.9,14.3,129.8,0,383.1,9919.7,1002.6,NA,1414.2900390625,17.1299991607666
"386",386,22334461010478,110.6,124.1,90,102.7,0,0,0,0,200.6,226.8,1053.90223351813,814.245837939037,0,0,12,12,10,11,0,0,0,0,22,23,4.8,31.638442,-86.326424,420,1,731,4.03607986833333,0.136362841583333,20.1481666666667,3.9186,0.132,20,5.155,4.595,2578,7786,15670,106924,8448,2244.2,1938,230,26.2,48.2,0,227.4,1407.4,1004,NA,1442.06994628906,18.3099994659424
"387",387,22334597010478,33.2,36.9,33.6,59.4,0,0,0,0,66.8,96.3,289.191457744574,365.257269869617,0,0,4,4,5,8,0,0,0,0,9,12,2.8,33.896934,-87.0429,400,1,732,5.9700482,0.394649762666667,20.0846666666667,5.94,0.3924,20,4.205,3.915,2008,6060,2044,21432,55612,10116.4,922,16.4,0,135.2,102,494,4151.6,2028.4,NA,1457.92004394531,16.2700004577637
"388",388,22335051010478,72,83.5,160.1,171.3,0,0,0,0,232.1,254.8,943.6480393404,2319.83840920868,0,0,7,8,12,12,0,0,0,0,19,20,5.1,31.074764,-87.102474,60,1,733,0.34932366,0.018140553,0.5715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1690.92004394531,18.5499992370605
"389",389,22342244010478,31.7,31.7,209.5,209.5,0,0,0,0,241.2,241.2,281.18039647792,2142.88820299523,0,0,3,3,19,19,0,0,0,0,22,22,NA,33.493787,-86.431515,440,0,734,4.73471886972222,0.323077462222222,21.3758333333333,4.586,0.31516,20,5.055,4.745,572,4304,16284,186300,2884,9601.2,409.2,81.6,0,626.4,54.4,0,3562,1473.2,NA,1363.22998046875,16.6299991607666
"390",390,22342564010478,117.5,117.5,5.1,5.1,0,0,0,0,122.6,122.6,882.905345383242,20.4282062299676,0,0,13,13,1,1,0,0,0,0,14,14,NA,32.767773,-85.618247,650,0,736,2.3889466547698,0.0844340363907919,23.683,1.84634254143646,0.0706137016574586,20,5.03,4.61,750.447513812155,7035.13259668508,7967.43093922652,42762.044198895,6387.13259668508,3920.19281767956,962.713259668508,0,0,359.023756906077,16.2,81,3172.43812154696,768.951933701658,NA,1362.83996582031,16.8700008392334
"391",391,22342856010478,79.9,79.9,0,0,0,0,0,0,79.9,79.9,613.089660329682,0,0,0,9,9,0,0,0,0,0,0,9,9,NA,33.742156,-87.397619,540,0,738,1.12203794444444,0.0367851972222222,4.1275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1471,16.4300003051758
"392",392,22343002010478,27.6,27.6,0,0,0,0,0,0,27.6,27.6,120.103087146738,0,0,0,5,5,0,0,0,0,0,0,5,5,NA,31.372519,-88.192156,150,0,739,3.8106427162963,0.121818952964815,28.2761666666667,3.5557,0.11404,20,4.665,4.17,1348,2860,2189,7402,31881,16642.3,1450.6,0,0,2638.4,33.4,303.9,10408.4,738.7,NA,1534.39001464844,18.4599990844727
"393",393,22343224010478,97.8,97.8,0,0,0,0,9.5,9.5,107.3,107.3,487.229604645241,0,0,70.8821842466197,16,16,0,0,0,0,1,1,17,17,NA,34.223855,-87.246594,760,0,741,3.38151711333333,0.136928143888889,30.033,2.9,0.12398,20,5.885,5.085,1122,7150,5288,98242,3462,2087.4,588.6,74,0,251.2,0,59,1234.8,381.2,NA,1476.27001953125,15.8199996948242
"394",394,22343385010478,100.6,114.9,61.6,63.3,0,0,5.4,5.7,167.6,183.9,1113.92236116497,429.369321947751,0,25.5175863287831,9,11,8,8,0,0,1,1,18,20,3.1,34.385539,-88.032731,620,1,743,5.28325432,0.236260072166667,20.1905,5.0747,0.2262,20,5.23,4.67,1683,6130,6439,55918,13381,9407.8,384.8,54,0,21.7,0,46.3,2935.3,1478.1,NA,1485.78002929688,16
"395",395,22343571010478,54.7,468.4,0,5.2,0,0,0,0,54.7,473.6,2466.08740121492,21.237166338267,0,0,12,71,0,1,0,0,0,0,12,72,4.9,32.867545,-87.704619,170,1,744,2.15022531666667,0.0601811983333333,20.635,1.6598,0.0489,20,5.935,5.505,1746,6790,6789,109238,641,2428.8,221,32.9,0,0,0,17.7,588.7,NA,NA,1378.14001464844,17.5900001525879
"396",396,22343975010478,112,120.1,132.1,135.6,0,0,5.9,5.9,250,261.6,1354.72543806262,806.588205845911,0,27.3397100678652,10,10,19,19,0,0,1,1,30,30,2.6,33.660811,-86.919603,630,1,746,5.81358285185185,0.263201509259259,20.5291666666667,5.2965,0.2436,20,5.425,4.805,2774,13372,22160,159955,18895,6602.9,1210.7,331.3,45,86.7,8.9,176.7,2472.6,NA,NA,1427.98999023438,16.7099990844727
"397",397,22344029010478,102.7,110.4,0,0,0,0,0,0,102.7,110.4,1032.2802220798,0,0,0,10,11,0,0,0,0,0,0,10,11,2.5,33.498725,-87.277191,470,1,747,3.09083418074074,0.208789557333333,20.5926666666667,2.7436,0.1987,20,4.54,4,1692,10989,2787,4078,60644,2901.5,1539.1,122,37.6,111.7,44.6,554.8,5217.1,823.9,NA,1462.7099609375,17.0799999237061
"398",398,22345107010478,41.7,86.1,0,0,0,0,0,0,41.7,86.1,642.039436632512,0,0,0,7,10,0,0,0,0,0,0,7,10,4.3,31.040468,-88.404725,170,1,751,2.70746148444444,0.0121923386666667,20.2963333333333,2.1286,0,20,5.12,4.315,600,4136,2502,12152,9166,8463.2,246.4,106.6,0,13.4,0,279.6,1662.2,1057.6,NA,1609.7099609375,18.8600006103516
